timestamp,open,high,low,close,volume
1772625600,353.98,365.98,350.46,365.98,1599.0309
1772640000,365.98,368.99,357.0,367.0,778.6975
1772654400,366.89,368.58,355.39,358.0,416.6778
1772668800,357.66,359.03,352.77,353.75,1079.4855
1772683200,354.06,359.39,353.96,354.0,637.9462
1772697600,355.09,365.99,354.51,362.29,436.2426
1772712000,362.27,363.58,350.98,351.73,2029.1339
1772726400,353.4,356.49,347.55,350.19,1154.8012
1772740800,349.55,353.39,349.17,349.17,258.9142
1772755200,350.11,354.1,348.0,349.8,1028.0892
1772769600,349.82,351.2,347.23,351.1,457.3532
1772784000,351.06,351.06,345.04,345.04,546.0779
1772798400,345.01,345.01,333.13,334.5,1845.7919
1772812800,335.11,339.57,332.23,337.77,487.4576
1772827200,338.14,338.14,335.41,336.03,111.2356
1772841600,336.0,336.92,334.8,335.0,1041.6707
1772856000,334.6,335.08,333.01,334.57,980.4041
1772870400,334.51,336.71,334.5,336.22,657.3927
1772884800,336.12,336.24,332.0,332.71,890.391
1772899200,332.62,333.86,327.32,327.68,465.1676
1772913600,328.12,330.78,328.12,330.6,1219.3241
1772928000,331.7,331.7,327.49,328.27,669.5208
1772942400,328.01,331.31,326.78,330.9,650.4255
1772956800,331.13,336.26,330.06,331.69,819.6306
1772971200,331.69,332.21,325.06,327.45,459.4942
1772985600,327.36,328.48,324.21,328.09,485.3585
1773000000,328.16,329.0,319.45,324.42,1026.6271
1773014400,324.89,337.41,324.37,332.71,1932.1995
1773028800,332.67,336.77,328.51,330.98,635.9324
1773043200,331.44,336.49,330.41,332.61,1059.6491
1773057600,332.88,339.99,332.58,338.62,846.9702
1773072000,337.7,345.0,335.07,341.73,749.4916
1773086400,341.68,341.96,336.97,337.1,420.6621
1773100800,337.15,342.75,336.94,338.25,1126.1208
1773115200,338.37,342.5,337.78,341.24,365.5836
1773129600,342.88,344.8,341.53,341.92,936.1819
1773144000,341.55,348.36,335.5,347.96,2158.3993
1773158400,347.94,348.57,337.98,338.68,443.8064
1773172800,338.59,340.18,335.78,337.87,810.6475
1773187200,338.44,340.97,338.01,338.02,293.2458
1773201600,338.01,342.43,336.39,337.45,321.0505
1773216000,337.17,339.34,333.55,333.56,880.9844
1773230400,333.85,343.77,333.13,336.14,558.2181
1773244800,336.33,345.98,336.33,342.99,360.1446
1773259200,342.19,344.84,340.01,340.08,93.6197
1773273600,340.31,341.22,334.88,335.06,854.8036
1773288000,335.14,338.64,335.14,338.49,913.0594
1773302400,339.02,343.54,337.7,342.38,605.3974
1773316800,342.21,345.88,337.01,341.4,974.2965
1773331200,341.43,343.0,338.97,342.48,219.9682
1773345600,342.13,343.3,339.7,342.47,460.1274
1773360000,342.78,357.68,342.78,352.81,2321.3263
1773374400,352.57,352.57,347.23,349.43,1021.533
1773388800,349.4,355.83,348.76,355.83,753.5798
1773403200,355.8,365.0,351.71,351.71,1747.786
1773417600,351.67,353.91,348.4,348.99,253.6976
1773432000,349.66,350.92,346.9,347.73,361.2312
1773446400,347.59,350.14,347.4,349.31,130.5426
1773460800,349.31,350.2,344.05,345.2,354.743
1773475200,345.2,345.67,343.0,343.89,408.3871
1773489600,344.03,345.12,342.34,343.23,485.5501
1773504000,343.07,344.22,340.88,343.83,735.8024
1773518400,344.19,348.5,343.32,347.96,447.3125
1773532800,347.78,350.0,346.91,347.61,242.588
1773547200,347.61,350.0,347.61,349.02,254.5021
1773561600,349.0,351.35,348.8,350.27,430.8127
1773576000,350.35,350.35,346.65,348.15,489.0258
1773590400,347.31,350.43,346.23,348.05,34.6061
1773604800,348.4,366.29,348.4,363.08,933.3257
1773619200,363.37,368.97,359.56,366.91,1845.3619
1773633600,366.97,369.9,366.01,367.69,938.4162
1773648000,367.7,369.68,364.44,368.65,662.4709
1773662400,369.5,373.89,363.55,367.0,1647.9978
1773676800,366.62,373.97,366.49,373.49,678.9883
1773691200,373.97,382.48,373.96,377.87,1135.5352
1773705600,377.7,380.0,369.05,369.99,951.3887
1773720000,369.98,372.28,367.07,371.72,1163.0868
1773734400,371.71,373.42,367.16,368.91,862.3702
1773748800,369.74,374.1,367.34,369.34,562.1585
1773763200,370.25,375.91,370.25,374.05,298.0706
1773777600,372.38,375.4,371.58,372.25,254.7253
1773792000,371.77,374.67,370.05,373.02,654.8533
1773806400,372.64,372.64,369.2,369.82,567.1771
1773820800,370.0,371.79,363.01,363.01,1108.9525
1773835200,363.0,363.0,350.44,352.22,1856.8672
1773849600,351.82,357.81,350.26,353.73,276.475
1773864000,353.91,357.01,351.36,355.49,296.325
1773878400,355.55,360.97,355.49,359.57,580.578
1773892800,358.78,360.21,352.05,354.65,741.5454
1773907200,354.75,357.95,353.23,354.82,369.9787
1773921600,354.83,354.83,347.01,348.19,1081.8283
1773936000,347.44,352.99,346.08,352.21,426.245
1773950400,351.64,353.46,351.04,351.25,232.5169
1773964800,351.97,354.8,351.94,354.46,385.35
1773979200,354.36,354.82,351.01,354.16,321.0472
1773993600,354.13,357.53,351.43,352.47,365.2809
1774008000,353.51,355.66,351.53,352.58,269.944
1774022400,353.26,353.77,350.52,352.21,1145.0748
1774036800,352.79,357.44,352.37,356.13,106.5719
1774051200,356.25,358.96,356.17,358.96,485.7048
1774065600,358.97,359.98,357.56,358.62,151.8138
1774080000,358.62,359.24,356.78,357.91,276.3533
1774094400,357.97,359.05,355.69,357.23,396.6756
1774108800,357.24,357.79,355.95,356.49,186.7919
1774123200,356.59,358.27,347.82,347.82,437.3942
1774137600,347.53,353.37,345.23,352.89,805.9774
1774152000,353.69,354.54,351.0,351.01,214.3953
1774166400,351.0,351.0,347.37,347.37,217.5459
1774180800,347.56,349.74,347.12,348.41,144.2604
1774195200,348.41,349.85,346.13,346.95,576.6124
1774209600,347.9,347.98,341.38,344.13,781.1875
1774224000,344.13,346.58,341.73,344.46,905.6814
1774238400,344.71,347.32,341.55,343.99,962.2581
1774252800,344.14,364.32,340.28,353.05,1516.1631
1774267200,352.76,364.99,352.05,357.03,801.696
1774281600,357.21,363.39,355.07,363.26,625.6039
1774296000,361.7,364.0,360.43,361.29,331.7368
1774310400,361.2,361.2,355.87,356.98,774.2846
1774324800,357.36,363.3,356.04,363.3,577.394
1774339200,363.3,364.99,361.45,362.93,586.1485
1774353600,363.46,363.46,352.7,355.92,438.2721
1774368000,355.76,356.13,351.66,351.66,336.2049
1774382400,352.74,360.97,352.74,360.54,260.074
1774396800,360.18,364.31,360.01,364.25,273.1434
1774411200,363.45,367.76,363.13,363.88,477.3882
1774425600,364.02,370.98,363.76,369.0,1457.4174
1774440000,369.75,370.98,362.88,364.86,412.6088
1774454400,364.8,367.76,364.18,364.79,686.2627
1774468800,364.0,364.8,362.07,364.55,185.0357
1774483200,364.51,365.81,362.3,363.85,272.8096
1774497600,363.26,363.26,356.05,356.98,1339.6037
1774512000,356.62,356.62,351.26,351.26,435.9624
1774526400,351.26,353.53,348.8,351.48,1671.9937
1774540800,351.48,351.68,344.0,344.0,1091.6612
1774555200,343.26,349.35,343.26,347.24,456.5541
1774569600,347.29,349.47,346.29,347.52,682.7522
1774584000,347.01,348.67,345.79,346.03,750.1775
1774598400,346.48,346.48,335.0,337.44,2569.7956
1774612800,337.25,341.0,335.66,338.58,1025.2622
1774627200,339.16,339.16,334.14,335.94,355.5377
1774641600,336.28,337.03,334.51,337.03,188.5182
1774656000,336.83,336.86,334.51,335.08,396.4983
1774670400,335.14,338.82,334.35,338.82,451.2915
1774684800,338.83,339.05,335.01,335.53,904.8563
1774699200,336.2,339.99,335.0,338.56,480.9377
1774713600,338.95,339.14,335.56,335.89,101.9041
1774728000,335.89,337.43,330.9,331.4,449.4716
1774742400,331.59,335.89,331.0,335.27,305.6918
1774756800,335.0,335.01,332.82,333.06,142.3838
1774771200,333.01,334.65,332.0,333.91,277.2323
1774785600,333.82,333.82,330.36,330.94,607.4482
1774800000,330.85,331.73,329.0,330.54,632.6611
1774814400,330.53,331.96,321.05,329.82,956.1481
1774828800,329.04,337.94,328.02,336.41,657.5669
1774843200,336.5,341.92,336.5,338.94,388.5673
1774857600,339.54,341.88,338.32,340.05,733.8473
1774872000,340.66,342.92,338.78,341.35,216.0245
1774886400,341.34,341.34,332.5,332.5,505.7319
1774900800,334.85,337.32,333.06,333.21,170.6867
1774915200,333.59,340.59,332.76,336.76,334.9459
1774929600,336.91,337.51,334.49,335.49,259.7834
1774944000,335.07,335.46,325.06,327.99,777.0949
1774958400,328.46,334.16,326.42,327.86,1027.1894
1774972800,328.0,336.87,327.8,334.66,153.9543
1774987200,335.38,336.1,334.1,336.1,166.5496
1775001600,336.03,336.46,333.44,336.32,447.3516
1775016000,336.89,341.0,336.38,338.59,521.9664
1775030400,338.58,338.58,335.04,335.91,431.0272
1775044800,335.73,336.67,333.0,336.67,565.0024
1775059200,337.1,347.48,336.19,339.05,635.0589
1775073600,337.19,337.19,325.73,327.18,1310.1162
1775088000,327.15,328.91,317.0,319.2,2031.0722
1775102400,319.51,322.74,318.41,322.74,428.2401
1775116800,322.73,322.96,317.95,317.96,580.0723
1775131200,318.01,322.85,311.78,320.06,1653.1833
1775145600,321.02,323.2,319.07,320.42,141.8695
1775160000,321.02,321.89,320.0,320.27,82.4774
1775174400,320.34,322.97,320.14,320.71,345.2196
1775188800,320.22,323.17,320.22,323.11,231.271
1775203200,323.11,325.0,322.93,323.91,335.1043
1775217600,324.27,326.0,321.01,325.31,307.7942
1775232000,325.0,325.23,323.01,323.59,76.6255
1775246400,323.99,325.0,323.08,324.03,49.5529
1775260800,323.93,324.49,323.79,324.14,110.3541
1775275200,324.22,325.24,324.22,324.68,97.427
1775289600,324.68,324.75,323.63,324.58,170.3096
1775304000,324.53,329.1,323.0,328.17,291.49
1775318400,328.41,329.2,326.78,327.52,38.8254
1775332800,327.03,327.72,326.89,327.23,26.4245
1775347200,326.89,326.89,325.74,326.12,101.6626
1775361600,325.89,326.07,322.24,322.73,296.2891
1775376000,322.73,324.43,322.72,323.68,161.5123
1775390400,323.72,324.41,319.38,323.0,493.401
1775404800,322.48,324.19,321.77,324.19,17.6988
1775419200,323.36,330.54,320.95,330.48,240.9177
1775433600,330.69,333.54,328.98,330.21,558.147
1775448000,330.66,330.68,326.7,329.34,233.4904
1775462400,329.09,333.32,329.03,331.42,427.8937
1775476800,331.37,331.99,329.03,330.96,348.6531
1775491200,330.94,330.94,326.74,328.37,131.4349
1775505600,329.21,329.67,320.6,322.93,246.4615
1775520000,322.77,322.9,320.81,322.1,360.4406
1775534400,322.11,323.47,321.43,322.52,212.5232
1775548800,322.59,324.76,319.51,320.01,430.7296
1775563200,320.23,320.23,317.24,318.87,583.4552
1775577600,318.78,330.0,318.77,329.99,128.1355
1775592000,330.0,348.95,330.0,344.54,1543.2501
1775606400,344.29,344.4,336.85,337.01,1636.7214
1775620800,337.24,338.6,334.31,335.51,403.9236
1775635200,336.04,337.46,335.0,335.76,318.2511
1775649600,335.68,336.77,328.01,331.66,898.9036
1775664000,331.83,334.83,330.32,330.83,140.9024
1775678400,331.9,332.58,328.5,329.47,160.7869
1775692800,329.42,329.99,327.22,327.56,287.0341
1775707200,327.22,328.65,326.6,328.55,218.5481
1775721600,329.09,330.26,328.51,328.58,160.5575
1775736000,328.8,334.79,325.95,334.73,245.3174
1775750400,334.91,337.0,331.57,335.3,305.8985
1775764800,336.66,341.64,332.02,332.39,332.9457
1775779200,332.21,332.61,330.0,330.29,134.9991
1775793600,330.11,331.94,330.01,330.01,413.1551
1775808000,330.65,333.09,329.35,332.72,808.6374
1775822400,332.27,339.0,332.01,335.41,1318.7454
1775836800,335.15,338.99,335.15,338.82,251.0566
1775851200,338.8,339.15,336.22,336.62,61.248
1775865600,336.5,336.99,335.26,335.5,66.3849
1775880000,335.67,335.67,333.86,335.23,361.7081
1775894400,335.3,337.43,334.01,335.26,364.5796
1775908800,335.48,337.54,334.12,336.89,309.4784
1775923200,337.28,342.3,336.96,342.3,142.8178
1775937600,342.03,342.03,337.0,337.75,288.368
1775952000,337.75,337.75,327.0,328.5,666.5082
1775966400,328.5,328.58,327.48,328.29,576.4858
1775980800,328.13,328.13,327.28,327.84,347.6923
1775995200,327.34,328.38,324.06,324.86,275.0198
1776009600,324.86,327.5,324.86,327.14,178.2844
1776024000,326.99,329.85,324.52,325.16,228.1452
1776038400,325.16,328.72,325.15,326.17,518.5936
1776052800,327.02,329.33,326.01,327.82,255.5276
1776067200,327.77,328.46,326.73,326.73,232.065
1776081600,326.76,334.98,326.76,330.52,513.6764
1776096000,330.11,335.0,330.11,335.0,329.4693
1776110400,334.99,342.94,334.42,342.24,1054.6708
1776124800,342.24,342.54,338.74,340.41,1212.891
1776139200,340.66,341.27,339.0,339.83,243.1676
1776153600,339.69,341.23,339.02,339.39,166.7483
1776168000,339.66,345.95,338.0,340.58,1172.8863
1776182400,340.52,340.52,332.12,332.12,489.3222
1776196800,332.55,332.92,331.1,332.54,184.9876
1776211200,332.54,332.98,330.06,331.0,668.908
1776225600,331.69,332.21,328.61,329.01,264.0653
1776240000,328.81,331.6,328.81,331.6,225.53
1776254400,331.56,335.0,330.88,333.1,380.0691
1776268800,333.78,338.99,333.78,338.65,248.4319
1776283200,337.0,337.74,333.81,336.42,158.458
1776297600,335.96,337.96,334.57,337.19,418.4122
1776312000,337.5,338.29,336.5,336.94,280.5583
1776326400,336.94,337.85,335.2,337.14,329.7217
1776340800,337.89,344.83,332.01,342.76,1189.3986
1776355200,343.65,354.92,339.72,354.92,937.9281
1776369600,354.93,355.55,350.61,351.0,775.4267
1776384000,351.57,351.57,346.44,347.04,622.9007
1776398400,346.67,349.55,345.89,348.5,501.9657
1776412800,348.65,352.84,345.5,348.76,588.5777
1776427200,348.56,356.48,348.0,355.31,1268.1306
1776441600,355.18,356.68,352.14,353.02,727.4556
1776456000,352.21,352.94,350.02,350.96,259.3809
